Jan 2002 - Oct 2024,Value,Monthly Change,Yearly change,Indexed value
125.9, 0.1, 2.4,129.0
125.4,-0.4, 2.0,128.5
124.5,-0.7, 1.5,127.6
124.3,-0.2, 1.0,127.4
125.4, 0.9, 1.0,128.5
126.3, 0.7, 1.2,129.4
126.2,-0.1, 0.8,129.3
126.9, 0.6, 0.9,130.0
127.2, 0.2, 1.0,130.3
127.3, 0.1, 1.3,130.4
127.3, 0.0, 1.3,130.4
127.1,-0.2, 1.0,130.2
127.2, 0.1, 1.0,130.3
127.1,-0.1, 1.4,130.2
126.5,-0.5, 1.6,129.6
126.8, 0.2, 2.0,129.9
127.1, 0.2, 1.4,130.2
127.9, 0.6, 1.3,131.0
128.3, 0.3, 1.7,131.5
128.8, 0.4, 1.5,132.0
129.1, 0.2, 1.5,132.3
128.9,-0.2, 1.3,132.1
128.7,-0.2, 1.1,131.9
128.8, 0.1, 1.3,132.0
129.1, 0.2, 1.5,132.3
128.6,-0.4, 1.2,131.8
128.4,-0.2, 1.5,131.6
129.5, 0.9, 2.1,132.7
129.7, 0.2, 2.0,132.9
129.9, 0.2, 1.6,133.1
130.4, 0.4, 1.6,133.6
130.5, 0.1, 1.3,133.7
130.4,-0.1, 1.0,133.6
130.4, 0.0, 1.2,133.6
130.5, 0.1, 1.4,133.7
130.8, 0.2, 1.6,134.0
130.9, 0.1, 1.4,134.1
131.3, 0.3, 2.1,134.5
130.8,-0.4, 1.9,134.0
131.7, 0.7, 1.7,134.9
132.5, 0.6, 2.2,135.8
132.9, 0.3, 2.3,136.2
133.3, 0.3, 2.2,136.6
133.4, 0.1, 2.2,136.7
133.6, 0.1, 2.5,136.9
134.3, 0.5, 3.0,137.6
134.2,-0.1, 2.8,137.5
133.7,-0.4, 2.2,137.0
134.1, 0.3, 2.4,137.4
133.5,-0.4, 1.7,136.8
133.4,-0.1, 2.0,136.7
133.6, 0.1, 1.4,136.9
134.5, 0.7, 1.5,137.8
135.4, 0.7, 1.9,138.7
136.0, 0.4, 2.0,139.3
136.6, 0.4, 2.4,140.0
136.3,-0.2, 2.0,139.7
137.0, 0.5, 2.0,140.4
136.8,-0.1, 1.9,140.2
136.2,-0.4, 1.9,139.5
136.6, 0.3, 1.9,140.0
136.4,-0.1, 2.2,139.8
136.4, 0.0, 2.2,139.8
